sample-name, LDLR ACTA2 MYH7 ATP7B MEN1 APOB TSC2 TNNT2 ACTC1 SCN5A TGFBR1 BMPR1A KCNQ1 GLA SMAD4 SMAD3 LMNA MUTYH CACNA1S APC SDHB PRKAG2 RET TNNI3 MYH11 BRCA1 MLH1 SDHC TMEM43 RYR1 TPM1 VHL OTC DSP MSH2 RB1 RYR2 SDHAF2 MSH6 FBN1 MYL2 WT1 BRCA2 DSG2 PKP2 PTEN DSC2 TGFBR2 TP53 MYBPC3 KCNH2 COL3A1 PMS2 PCSK9 STK11 NF2 TSC1 MYL3
IDT, 42.9102577904806 43.765777570163785 42.618915559979534 42.30276958466344 41.273017655595986 41.33286479033625 43.00859124872976 44.35475298697476 42.845930564427626 42.360750706100724 44.090240178932746 42.71719210761146 44.51260356196038 42.631876432989266 43.49709655236474 42.41516112630773 41.97404182513874 42.15970850316471 43.13677786185564 41.479863629505665 43.58123154429584 43.63676039252841 42.980647190835306 44.02654598991911 42.68730308354538 42.228079507354146 42.549000088831924 42.83599777379135 45.15863528719804 43.16092661041405 43.502044550903165 42.67202295937021 42.35984139064974 41.730870268009916 42.45712342584909 43.4299028921599 43.54750494583269 41.51300671382324 41.60693470125879 42.99779172781271 44.05443242304346 43.217306258081074 41.456746590859474 42.109261618964105 42.21089283596159 44.218151318884495 42.89529237471843 42.242168186345495 44.3733385909595 42.749293018871384 42.36518679573415 43.732499738479234 43.02100172716915 43.47375801536147 42.68393787217605 43.318096049552864 42.8492965071152 42.359598620486
IDT, 42.428623129998314 41.39827649604841 41.68107008648602 41.87401434252512 42.980571973623874 41.29829721702696 42.746377071250805 43.56900376431685 42.40103638773565 41.33159364985676 41.909882096530275 42.46038617313884 43.631769816497005 42.721718544542675 42.546066966232175 42.13381180456641 42.46197982208547 41.77380458316099 42.561378078159905 41.37864203918863 42.95197342944394 44.061562090245225 43.140899624500676 42.971248608801815 42.23920726911666 41.71434598920109 42.917829656803235 43.11925723985843 43.15043700919108 42.736614655268355 45.76862280756709 47.275600776183566 43.04717761884063 42.04291572712562 42.210587524085675 43.76807205647888 42.91477148522818 41.599258146803415 42.15373339129607 42.27450023341205 44.83652682582562 43.03639430308218 41.891433452608275 41.62967083395465 43.05941047097873 44.58879215960029 42.334052870676736 43.269516540789695 42.451703187512955 42.067783235690946 42.70307805840568 43.12241783394141 42.295479999161465 43.804443796700255 45.08752913581161 43.27844236040539 42.59712850859842 42.006307206234105
IDT, 45.16268875378631 45.517903006496795 45.00863437876894 44.936706037889756 44.79654997550502 42.97273186003674 46.00724157638532 48.33631373662661 44.60682740302068 45.42593283269679 44.26052178877771 44.700480638674776 46.07834923500419 44.85153169121838 44.53355378559442 45.68368426716911 44.924399901053896 44.94685838380725 45.92994384959883 42.5334616229829 45.54826513548535 44.57274969537685 45.52361555094092 46.021595505104955 45.408030525156335 42.91454117822428 45.519914863051156 46.45875661852645 46.81576712625343 45.878527132786935 45.118369333757684 43.68023215579841 44.17768716132685 43.16068402843417 43.66222078881042 44.657586504843415 44.5892153495497 42.87945971342793 42.4008793890319 44.349790229150095 47.985236520567085 45.33044852121916 42.19057420487544 43.5740433451842 44.5741365832953 44.40040191668043 44.1053729619628 43.87024593946416 45.47270198162655 46.2528769442965 44.37924299740544 45.81880990763313 44.031297952550325 46.11652573945612 45.728533084034076 45.93561143030768 44.59479414733806 46.45990040818976
IDT, 44.144337030830414 44.620757111942865 44.50004155514752 43.834276884235756 43.77408673892288 42.10372364592211 45.67180591984571 47.62791531091664 43.860387158289 44.35426616703618 42.94043996267189 43.470786736967995 45.86490964143588 44.75815459694419 43.760220704229944 45.50178069957327 43.94164669873442 44.01793614143204 45.665292346677035 41.90515884655221 45.55652574892929 44.57930730242152 45.053406474920074 45.87722800871079 44.587061564122614 42.76888061262057 43.6243420453221 44.5303559690669 46.5011722555712 45.14956116358058 43.75408143617024 43.23936915504754 42.912750176458175 42.76645323348726 42.9036362749409 43.21112785895022 43.87865561648619 41.920013119658286 42.30558867766685 43.74778837504928 45.71881665163785 44.670897032866066 40.92805237149962 43.143409456350604 43.85247309187928 43.409401827787754 43.35550648506827 43.55000503036354 45.35447318521072 45.21341069664245 44.58027772038941 44.609547851182896 43.42017614404777 45.41620502653644 45.35993327699922 45.59785386208004 44.222271805376145 45.641594258374326
IDT, 44.15503437253452 45.58913313354285 45.02147538338793 44.38576883157011 44.25778875069521 42.7163956462565 45.43905172809369 47.06353507913206 45.06454751255538 44.4914025311879 44.47201796082001 44.474715681083126 45.11057891003322 44.59128613738959 43.612924620526016 44.86303554758733 44.15295540749407 44.872550437522456 45.4577197613867 42.705713297796116 45.31747546902382 45.00200361775566 45.09775820672008 45.32723507838772 45.08257196646459 43.44220551904523 44.89712329990178 45.59085507554316 45.96097253974988 45.06789650811597 44.60125713252367 44.09516601594275 44.803365612279926 43.39054873979166 44.256776430873515 45.20592395742576 44.729996137728655 43.699586392938954 42.83927826483992 44.49698647057438 46.9519012305733 44.69387455019339 42.19975278156517 43.70402011569637 44.17527560598681 44.36019133204839 43.915639916412324 44.379604635466016 45.32354813484195 45.17113409066921 43.86401942124469 45.81415427416919 44.11695248340098 45.70446552427671 45.00069493792268 46.05163159659045 44.907528939301955 45.552279800687124
IDT, 42.278706907993616 42.82202937106855 42.32628010125166 42.020733622006986 42.10718300986432 41.43008962312484 43.08546134531546 42.90190731076687 41.12122084656931 41.98768203864429 42.284559092692845 42.619921587106596 42.76017896369663 43.18290799895473 43.12099092569372 43.26919934166767 42.016528581620264 41.798859337249404 43.21199733672028 41.55142219043414 43.87593770020815 43.65897792474742 43.125197708725096 43.01120413936738 42.47075931358752 42.07450915336973 43.1218848105851 43.55639879522746 43.417501592379935 43.08891431872833 45.511321517959026 46.5760965465365 42.458555946319386 42.16308431352314 42.19411847144828 44.509154314893685 42.92899980797904 42.042588336007285 42.422843849343444 42.729990752757885 44.91122866486216 47.08432902128666 41.61463302927096 41.95548710767214 43.320341797382106 42.49350305478122 42.4376799910883 42.75790160596169 43.055350022490984 42.15303959911161 43.448927276014686 43.47505566035068 42.75943801410638 43.81912480240041 44.96774598127029 42.81527129897389 42.50376270994709 42.000872848198185
Roche, 40.274357436321694 40.127119873310214 39.76178412241161 39.64116663960473 39.304727755162645 39.0731997300626 40.2991992144521 40.78774896660103 39.81923050265204 40.058694939215464 40.20978789658117 39.81940940973998 40.284997483431574 40.22644527292165 39.736396534228724 39.68236199819672 39.57219427839842 40.37852194937795 40.37199773087147 38.938563588249366 40.55030166698495 40.40205909148706 39.9033940649739 40.657089085723044 40.109152192321545 39.35282325250957 40.52724534754935 40.39922469184049 40.53843696507391 39.77088594004798 40.25010574234562 40.05412448396256 40.64506996078825 39.314292079371405 40.72392880734671 40.54492381670645 40.260249152864326 39.68245402742974 39.20857098714397 40.20606364704007 41.07669794305002 39.91094718968212 39.092072050603434 39.47616647677618 39.785335554265885 39.96345432035674 39.817269892180896 39.721496230700716 39.72629530755227 40.14668604583242 39.177280421826765 40.33932307393876 39.783178207518034 39.63864665591352 39.7277419265047 40.96083113161635 39.98535273334344 40.2860645845871
Roche, 44.106113729890446 45.20639451536832 44.9819887414294 44.2878284945631 43.53642255356462 43.14937669059873 44.87336515753172 47.25984288701678 44.4027140530674 44.48912845573892 44.50824540732241 44.55146334452051 44.56079172291028 44.54805700768892 44.927522064836836 44.138017120603074 44.897291684125385 44.82765756459757 45.37211647809277 43.17007040886395 46.22692135451027 46.476183306242085 44.88380524795581 45.01194265625763 44.84746939275333 43.6074148816677 45.19548459027238 45.33935294263304 46.27380133995034 44.818467804218685 45.19527694154857 44.19380059395111 45.0681996445618 43.38129645892906 43.98555860791557 44.6492704520887 45.0241537419888 44.79045276743934 42.73147708872068 45.34947295979319 45.98977200373105 44.12289801022958 42.78692182766964 44.22203688383913 44.35530533660013 44.107581295749966 44.71952720033334 44.640048821093345 45.104062090077676 45.28695959731109 43.52484779583317 45.488687821966536 44.171326949183154 44.98502853827174 43.51872383587769 45.91350755881142 44.719465242968454 45.9393353378028
Roche, 43.776479550988306 43.7592284058162 43.270030958310095 43.49070791203045 42.444357999378354 41.97098076487535 44.12809814317069 45.102161329992505 42.93567255260013 42.86664755986702 44.7069473091386 43.105618607162924 45.175808314078346 44.670229150478185 44.92936038112789 43.45177935151763 43.29982000375267 42.63324895055935 44.35312512998306 42.10916064299064 44.11339700148513 44.497694575425754 44.067436761008935 44.8170387496365 43.792507876777265 42.688211701075154 44.560516851303305 43.26955922411297 45.67705442137746 43.62026445517773 43.70831034402404 42.90044120051524 44.22828566973703 42.37519773490615 43.93909883046431 44.29079763207949 44.18404730338342 43.25625073251928 42.216481702310155 45.07931630806078 46.09491019410383 44.26899427574715 42.13845548370384 43.46621717825332 43.00576709146836 42.94163969456058 44.44515157595229 43.381638163145354 43.587156105268484 43.360206314322205 42.36423006607117 44.72426736664417 42.89225751376461 43.12220691943823 43.05896922103354 45.189558468314594 43.96611626918458 43.83629978787745
Roche, 45.672620529083645 47.84837930760153 46.832491233563424 45.71720763091752 45.03718369995238 44.19167394125491 46.96723817617791 47.89934221614169 45.60805859611034 45.929042934682236 45.040428834123524 45.41160672191413 48.4689521777243 45.43815060428043 45.47007440086332 46.853362531389706 46.79678285503749 46.54728311628569 47.31448875277101 43.9280800889286 47.85814111516792 48.19686239426052 46.31463899728706 47.94102657072769 46.56870919684706 44.851255638368926 46.312227955801696 45.55308822551328 48.552841256571405 46.91221617422851 46.63476037362564 44.20081108493732 47.22552798060786 44.67510934364116 44.89181326934972 46.06532507979601 46.275105528304934 45.432926155121834 43.6729906485147 46.65753205593602 48.422948908250255 45.62844740824202 43.362957467631745 44.96910120572606 46.12060167612867 45.53332142930376 45.945976328295664 45.983103012602825 46.60486321809034 46.24616918523331 45.09975740291678 47.09757633404395 45.33300499854059 47.693262301414464 45.087916158663 47.23921669115555 46.10145639368356 47.552901529548926
Roche, 45.55624569560502 46.49972275336272 45.821786447747954 45.40936953350685 44.3965197548998 43.51983980242779 46.1166947903472 48.61971131993277 45.49533775182798 45.28822701484426 45.71840139879137 45.400558075206376 47.80221592228168 45.55215988278178 46.38443530785028 44.77206723915658 46.02917758191402 45.65341887562217 46.96491392390779 43.4327744767435 47.29527873657236 45.95131798624251 45.91176335468277 46.74582666071125 45.99311091943486 44.445882767012314 46.289007154620755 44.90749498801621 47.3282957643923 46.151384615051825 46.0518054863438 45.4768903917599 45.39335487330454 44.431313860025504 45.281270255306666 45.04934830398917 45.709003082445456 44.908870103396275 43.21678936265025 46.233892471379505 46.55504329795875 45.675135390233 42.820307202731186 43.99052627863954 44.8889436861229 44.211067279102345 45.148422423670105 45.107390982075145 46.082414746629226 45.88334198408022 44.42373232799327 46.82955580730144 45.02862311848134 46.29541323701798 46.52031895063119 46.857583581500954 45.822801554578895 48.50131043499553
Roche, 42.22978419793822 42.7461291748158 42.737376011314126 42.514017882085355 41.94138499052637 41.218004906957916 42.95374599938651 44.24868902443322 42.360612218021025 42.372672063350855 42.17242521473579 42.59403036843866 43.300010539417244 42.358951811455405 43.03677844501099 43.02566027975262 42.473348114669335 43.03117765435962 43.40499822671199 41.819793989428376 43.74722543927221 43.49267641166133 42.27740363962057 43.61930820186432 42.779020258870794 41.63657668005783 43.10127598846244 42.482764644317896 44.065801743417694 42.683441315003215 43.1064021280356 42.09228112748047 43.07382324187798 41.732771843605846 41.70949298160537 42.798959690277215 42.85367306966035 41.66643788951282 41.10850461941802 43.04351943770067 43.3560491741058 42.82715125667352 41.134640747594496 42.11831153342261 42.83731387229308 42.680965763852555 42.189623512275645 42.0860257873578 42.96384772453357 42.57213980997793 41.483660244242444 43.266526502489654 42.12075388338112 42.68913754269945 41.7783049874925 43.21543063312384 42.56344462813642 42.603636362607595
Roche, 45.810587259621975 46.166265048234706 46.0127357169525 45.67019818365905 45.60964601901423 43.24887922838765 47.53574518640776 48.63294315986703 45.610566316912 46.55126366614376 44.821137019386526 46.10395298288748 47.52819850828445 45.47832639005101 46.77054736480363 48.727525743494425 47.01456831634384 46.94470722214993 47.352774221262734 43.32325802664658 46.692006853061436 45.64775855417357 46.42847548835844 48.85686527514525 46.358233071397834 43.94344152033329 46.36979489850836 46.65015358653777 48.03911938717851 47.28231497363129 46.38592592874577 45.06232866738403 45.977613628596295 44.24774109547242 44.977609783253804 45.32748809801689 46.01011994291561 43.477518060624696 43.63320636519934 46.9352517884292 47.44099387414664 46.34114410593602 42.37694329303197 45.41694178676035 45.55041413695214 46.41383055391815 45.21056329622335 45.8824367061871 46.07188867694472 47.43197076275713 45.716875426476115 47.413920109737866 45.44584642244232 47.214047197684486 48.30574788128692 47.14126372391461 45.712630599144674 47.890424603193914
Roche, 42.875330297846794 44.85932901090005 43.43415091677022 42.99177145319788 44.78778905736229 42.20935038662765 45.0003595729154 45.955639512506046 42.88439720867433 42.81349575023491 45.091995103617116 47.131828836258954 45.82765665847245 44.47673332620849 41.75254915366785 44.086341792735126 44.4182074127233 42.72141819173734 43.77033178054289 41.4573044281199 44.10702977761025 43.81425188338232 43.33643766757706 46.06905072711161 43.55548563219567 43.7466551335822 42.76918982405805 45.101979805836436 44.07583752216961 43.714312032875156 48.46680393880197 47.20517239237896 42.32837607156878 43.64184591284846 42.445018433179726 44.272877725856695 44.671418821933884 48.3994575045208 43.38677951054636 45.07816136313296 45.50455252238521 47.34817614447365 44.75820874451175 43.38543902332789 43.06311307982392 46.80293258407872 43.55822391174317 43.3072408706796 42.25434006327886 43.012553003435784 45.0969399707203 45.836366829179084 44.17519483786916 45.60248149917961 47.06479549150329 43.04399726526849 43.82337912671275 44.74885859695929
Roche, 43.436238758526386 43.79875161605475 43.6734388473113 43.98653324533736 42.44831385595225 42.53305992363634 44.47521141187555 46.71541256645805 44.119945976888175 43.03866927708887 44.28188385562866 44.168809439447514 45.8169461554577 43.68929454466755 43.52708135608807 43.2499840187646 44.972776683826915 44.19131874933048 44.377390157799 42.60497882303673 44.118414498304 44.3579452049244 43.927449622677486 44.16818829843876 43.864587944578524 43.22708663733085 44.889411920720185 43.77612969377376 45.600040819416456 44.06033266199334 43.508273758738085 44.81677267285505 45.09016745735569 42.898610552228824 44.00327609680497 43.65718751730213 44.49066577361756 42.6217113590216 42.57671746498537 44.82426667956073 46.19988223769294 43.960851624356565 42.788825765952915 43.30813862144432 44.2547591652728 43.92074909052311 44.15654011593988 43.85000839004865 43.374568307519255 43.71195538826129 43.862501852812265 45.21857863302167 43.47822429132316 44.64927463809897 43.21688998996332 45.124642295985716 44.09326693945311 44.01988073087463
Roche, 38.937939559882864 39.8766415228791 39.116475907983265 39.088160041412635 38.645136291722494 38.33972210283486 39.36893151246673 40.090740962768436 39.38897710893999 39.343165906416324 39.318174444035506 39.17131268197825 39.43546705686449 39.02244810768168 39.30793200772036 40.55977857414054 39.22708621223594 39.08210303439465 39.402438088144955 38.36974198638055 39.758688431482156 39.24520801186424 39.229852489540555 39.51338241120943 39.472395233065654 38.700582525912274 39.44267975085455 39.223945620947646 39.749015432360025 39.24458497487209 39.55864934918895 38.98899923035839 39.54374951136793 38.74376970512662 39.02674662422653 39.35506358403421 39.30797433268733 38.84821418549197 38.34626779178043 39.6141532726431 39.89575182523187 39.23319315015097 38.282660257657774 38.70940788823184 39.010917390374935 39.42294783442966 38.7341041170109 38.92196496796428 38.80843331830024 39.11465657176881 38.76342051302623 39.38743674318333 39.12302136592431 39.517678046166246 38.945935198812336 40.0359531547799 39.268976323586024 39.84918106896671
Roche, 46.01305399656809 45.57614806580596 45.246148253316576 44.32465999952632 44.920139237601106 42.37703277401896 46.36843661772844 47.708596045891866 45.33948384740193 44.914547696830105 44.408336251830505 44.31715517016881 48.33842264075742 44.76115870394793 44.98325759843563 47.265355133894985 46.22116964248798 45.62856396408455 46.336317763885766 42.50464882479333 45.263070008240106 45.32268405848491 45.92395294272933 47.06837336914409 45.68541585784997 42.93087826184179 45.484930642546175 45.04818431577306 47.30546707272485 46.074058758919485 44.62206726081646 44.13534123926947 45.31941552427749 43.04201277700929 44.01061395772962 45.24092255319925 44.90183694280897 43.26430486349982 42.37367705629418 45.61017451817995 47.876452083588724 45.38274178368796 41.805179469868015 43.774689575410925 44.51225786902112 43.917134012049765 44.516991732545335 44.54552388587177 45.43329195636592 45.94463333322257 44.63675726532118 45.409305381759694 44.2813325344173 46.316589737460916 45.44196670886483 46.23215798929814 44.70677803400296 47.804032241716556
Roche, 45.253025871920336 46.44083117419643 45.44063394533027 45.37572507183481 44.073167573214526 44.389150222868885 46.10444463998537 46.85565359552466 44.915497443251574 44.99131660479193 45.73588007566292 45.89721887496435 45.88388798094767 45.08697698550629 45.84113979118466 45.650425417577296 45.421849585819714 45.52508079198736 46.24594916449851 44.20126578328991 47.34615284440119 46.272741022459016 45.12755256207249 46.399180038396985 45.55067775617828 45.04989889290133 46.13902540591734 45.70175283682278 47.071456645491374 45.289549035210314 46.0370179837068 45.247392787782616 46.78895612367235 44.522855754629724 45.12490165336212 45.583004185641016 45.877552172225116 45.3086966771205 44.259548988420946 46.33922648994454 47.51782152823122 45.32168246948986 44.0006485968829 44.79133192925664 45.353087283721116 45.56074570012331 44.96334083489604 45.40500471741696 45.437399131033274 45.732385187286845 43.859276634972254 46.523736705285515 45.61009985652154 45.52864923336524 45.51456639871923 46.39083294345285 45.222292188420724 46.08284482778609
Roche, 44.642321525001 45.014443843716805 44.838898413549316 43.992280490779336 44.18337185246676 41.9800636218915 45.60972987789431 47.2753961085336 44.04683988766612 44.18386888399189 43.857832117269766 44.37333174237906 46.8819859427382 44.227818708610194 44.65525909617088 45.03998496273651 45.33647482433383 44.6936553229512 45.829951452864535 42.19727792423611 45.06661079310667 45.04028504623215 45.42522967328888 46.26351455946243 44.82084092964669 42.44620331112683 44.767826259517896 43.72994320082299 46.446544388008064 45.613472238417316 44.462716410668044 43.660758244441055 44.83064024422385 42.59789631896683 43.026415543440514 44.265272080932675 44.55783975089001 42.68490916749795 41.80058044091881 45.196664866346474 47.37625482267238 44.587835301094984 41.40239489789998 43.07263267796452 43.59571982464606 43.470235072527736 44.16550248736535 43.52475551951628 45.07585921857198 45.71684023020499 44.45014135728051 45.49525639346279 43.567488280248824 45.706951336372605 45.63433593606289 45.573579028917145 43.899582261254885 47.35230783021723
Roche, 42.56189233873746 43.21914874301711 42.5393983143173 42.12652183951836 41.91295754126279 40.81479259840467 42.95467135267686 44.28586339216823 41.89440750039375 42.118853101530824 42.321157059704085 42.15751966836704 43.28036949056142 41.82974802400559 42.503682191493276 42.97300421987123 42.19453290266739 41.51286337242591 43.26364626476337 40.65711262901852 43.22505479717631 43.10614076827868 42.722272463389295 43.62587217347765 42.78387530200378 41.091146045135964 43.19801523212377 42.08177107150312 44.02661936249324 42.4761498161993 43.32212090537209 42.1030530740129 42.41451846181041 41.505281573213 41.842813345430876 41.74189945724392 42.44228183542036 42.157094147378125 40.806017532517096 42.649483017551994 43.70680570403302 42.39378930925609 40.24267094633484 41.14484585626012 41.90923355902455 41.78510615117855 41.82692781810408 41.85323881770139 42.726165029913226 42.6273968211219 41.39924211130169 42.94438720347441 41.49151117563678 42.77152953701178 42.57897102578658 43.40564267422477 42.11367390066098 43.28021210039665
Roche, 43.633949508186525 44.22343297572616 42.589737614403916 42.766600272367185 42.09581841202263 41.796713807445855 43.152220007547726 44.376975627997865 42.77307268303674 42.21574099155919 44.509938036756324 43.31387127729293 44.38611904197306 43.732027422521135 43.765069637895564 42.70227901386035 42.525635715314515 42.79232312150308 43.92517767570973 41.649818334063134 44.60911116768219 44.34010193404138 43.382353035147354 44.695143699827675 43.02181338907059 42.375380194796364 43.08280081318921 43.334767695956025 45.06699389632936 43.25911910491408 43.033232162158676 42.82058782309983 43.33991886357361 41.95275966854157 43.48856248102587 43.57124272395495 43.73427170846705 43.34038362226686 41.92765795188039 44.050206710707236 45.70375843083792 43.718609835947014 41.488748560439916 42.562726525368454 42.68989252809139 43.620852507121164 43.38608037577735 42.77109783525426 44.31770138821946 42.7789186920667 42.083949134264785 43.92829992121228 43.17375750825407 43.38633466605365 44.50095772891297 44.04998648087954 43.146137796146945 44.52646862190386
Roche, 44.74668162843826 48.05426024363234 44.9902258062755 43.16654907147546 43.73786554892205 42.3376381446393 44.89852246817237 48.030625951684776 45.89025360943966 43.50806897813055 44.90872549019608 46.06967347897581 44.732879610162044 42.99992708901612 41.54844704712755 47.480512059047236 44.14888205030161 45.660036251342646 45.247839575134634 43.75003836533002 40.158593563053365 45.97154150586471 46.100287779600045 47.64318388465827 43.80114055690772 42.84554562686163 47.29151696606787 41.61313866313866 43.50651622146467 45.174577097425136 44.92905152998611 48.29663536776213 47.814878608923884 43.293693887908155 44.36450872359963 44.44239043023724 43.81662759688959 36.5586917562724 42.20032483758121 45.96166534553801 45.73479225242112 48.82163895790929 44.031461932181706 42.69859460018149 42.00790903865984 43.20968113124663 46.99897986715707 45.450224938460224 44.57934201976885 44.137211938260684 43.66401539152 47.70778583718578 49.51629987298581 43.89098430270017 46.590913682980904 45.76261441898696 44.727487303625345 51.52210627832097
Roche, 43.979941541673504 44.51120094752241 43.77996069680421 43.77779209808795 42.52906920068853 42.73458441946885 44.42070271740768 46.14753882202542 44.07420888823305 43.727266174935544 45.319169941470484 44.636708034068356 46.085767053803565 44.90086238324727 44.076685944478136 45.56962590820769 43.502772539211506 44.02900001857708 44.690743949830996 42.86259101880812 45.10555614788778 44.5988256593843 43.88282886747303 45.55598498551843 43.79446953382745 43.70783419398807 44.685405975596595 46.23789873570424 45.00887196153126 44.37164257301484 45.294494053094134 45.1365593236234 44.88677029699411 43.19477838422668 44.66919195787747 45.58972751474273 44.77390628418338 44.61031861904457 42.2859358171672 45.407924316588606 46.221310937492845 44.061621468359505 42.8658198603026 44.08147655650658 43.10488633484593 44.497028826681024 44.95143398106296 44.78866688848354 44.53120466675709 44.02524436350384 42.93748942661686 44.900330446380735 43.97169618832016 43.55560625732294 42.86806962266675 44.495599156727486 44.51790862815793 44.696731754417904
